ISIN,TckrSymb,COMPANYNAME,NSE:
INE045601015,PARAS,Paras Defence and Space Techno,NSE:PARAS
INE0HLJ01013,SVRL,Shri Venkatesh Refineries Limi,NSE:SVRL
INE404A01024,ABSLAMC,Aditya Birla Sun Life AMC Limi,NSE:ABSLAMC
INE0I2F01015,PROMAX,Promax Power Limited,NSE:PROMAX
INE0GD201014,SAMOR,Samor Reality Limited,NSE:SAMOR
INE0H8H01019,CWD,CWD Limited,NSE:CWD
INF109KC1V42,CONSUMIETF,ICICI Prudential Mutual Fund,NSE:CONSUMIETF
INE388Y01029,NYKAA,FSN E-Commerce Ventures Limite,NSE:NYKAA
INE02NC01014,FINOPB,Fino Payments Bank Limited,NSE:FINOPB
INE284S01014,SJS,S.J.S. Enterprises Limited,NSE:SJS
INF740KA1QK2,EQUAL50ADD,DSP Mutual Fund,NSE:EQUAL50ADD
INE0D0K01022,SIGACHI,Sigachi Industries Limited,NSE:SIGACHI
INE417T01026,POLICYBZR,PB Fintech Limited,NSE:POLICYBZR
INE07GA01011,SGFRL,Suyog Gurbaxani Funicular Rope,NSE:SGFRL
INE982J01020,PAYTM,One 97 Communications Limited,NSE:PAYTM
INE806T01020,SAPPHIRE,Sapphire Foods India Limited,NSE:SAPPHIRE
INE0I7C01011,LATENTVIEW,Latent View Analytics Limited,NSE:LATENTVIEW
INE144Z01023,TARSONS,Tarsons Products Limited,NSE:TARSONS
INE0JFE01012,OMNIPOTENT,Omnipotent Industries Limited,NSE:OMNIPOTENT
INE0BJS01011,GOCOLORS,Go Fashion (India) Limited,NSE:GOCOLORS
INE106T01025,HITECH,HI-TECH PIPES LIMITED,NSE:HITECH
INE575P01011,STARHEALTH,Star Health and Allied Insuran,NSE:STARHEALTH
INE011K01018,TEGA,Tega Industries Limited,NSE:TEGA
INF769K01HS7,MAHKTECH,Mirae Asset Mutual Fund,NSE:MAHKTECH
INE463V01026,ANANDRATHI,Anand Rathi Wealth Limited,NSE:ANANDRATHI
INE761Y01019,ZODIAC,Zodiac Energy Limited,NSE:ZODIAC
INE0CLI01024,RATEGAIN,RateGain Travel Technologies L,NSE:RATEGAIN
INE217L01019,SHRIRAMPPS,Shriram Properties Limited,NSE:SHRIRAMPPS
INE982V01025,JETFREIGHT,Jet Freight Logistics Limited,NSE:JETFREIGHT
INE0BV301023,MAPMYINDIA,C.E. Info Systems Limited,NSE:MAPMYINDIA
INE317I01021,METROBRAND,Metro Brands Limited,NSE:METROBRAND
INE804L01022,MEDPLUS,Medplus Health Services Limite,NSE:MEDPLUS
INE0IX101010,DATAPATTNS,Data Patterns (India) Limited,NSE:DATAPATTNS
INE0GSL01024,HPAL,HP Adhesives Limited,NSE:HPAL
INE07RO01027,SUPRIYA,Supriya Lifescience Limited,NSE:SUPRIYA
INE0JJS01014,CLARA,CLARA INDUSTRIES LIMITED,NSE:CLARA
INF247L01AU3,MONQ50,Motilal Oswal Mutual Fund,NSE:MONQ50
INF740KA1QL0,MIDQ50ADD,DSP Mutual Fund,NSE:MIDQ50ADD
INF740KA1CL0,NIFTY50ADD,DSP Mutual Fund,NSE:NIFTY50ADD
INE925R01014,CMSINFO,CMS Info Systems Limited,NSE:CMSINFO
INE977Y01011,BCONCEPTS,Brand Concepts Limited,NSE:BCONCEPTS
INE02WG01024,WEL,WONDER ELECTRICALS LIMITED,NSE:WEL
INF109KC10V2,AUTOIETF,ICICI Prudential Mutual Fund,NSE:AUTOIETF
INE583L01014,AGSTRA,AGS TRANSACT TECHNOLOGIES LIMI,NSE:AGSTRA
INF109KC1Y56,SILVERIETF,ICICI Prudential Mutual Fund,NSE:SILVERIETF
INE0KA601012,ALKOSIGN,ALKOSIGN LIMITED,NSE:ALKOSIGN
INF769K01IB1,MAKEINDIA,Mirae Asset Mutual Fund,NSE:MAKEINDIA
INE699H01024,AWL,AWL AGRI BUSINESS LIMITED,NSE:AWL
INE060X01026,DEVIT,DEV INFORMATION TECHNOLOGY LIM,NSE:DEVIT
INE825V01034,MANYAVAR,Vedant Fashions Limited,NSE:MANYAVAR
INE0JSJ01014,SPITZE,Maruti Interior Products Limit,NSE:SPITZE
INF247L01BK2,MOMOMENTUM,Motilal Oswal Mutual Fund,NSE:MOMOMENTUM
INE728Z01015,SOFTTECH,SoftTech Engineers Limited,NSE:SOFTTECH
INF209KB19F6,SILVER,Aditya Birla Sun Life Mutual F,NSE:SILVER
INF209KB11D8,TECH,Aditya Birla Sun Life Mutual F,NSE:TECH
INF209KB10C2,HEALTHY,Aditya Birla Sun Life Mutual F,NSE:HEALTHY
INF209KB19D1,BSLNIFTY,Aditya Birla Sun Life Mutual F,NSE:BSLNIFTY
INF769K01IC9,MIDCAPETF,Mirae Asset Mutual Fund,NSE:MIDCAPETF
INE0KCE01017,EUREKAFORB,Eureka Forbes Limited,NSE:EUREKAFORB
INE079J01017,GATEWAY,Gateway Distriparks Limited,NSE:GATEWAY
INE0CU601026,GMRP&UI,GMR Power and Urban Infra Limi,NSE:GMRP&UI
INE0KQ001017,BCCL,Bhatia Colour Chem Limited,NSE:BCCL
INE0FS801015,MSUMI,Motherson Sumi Wiring India Li,NSE:MSUMI
INE0K1401020,ACHYUT,Achyut Healthcare Limited,NSE:ACHYUT
INE0JVD01011,EVOQ,Evoq Remedies Limited,NSE:EVOQ
INF247L01BL0,MOLOWVOL,Motilal Oswal Mutual Fund,NSE:MOLOWVOL
INE652Z01017,AVROIND,Avro India Limited,NSE:AVROIND
INE0GIU01018,UMAEXPORTS,Uma Exports Limited,NSE:UMAEXPORTS
INE0IQ001011,VERANDA,Veranda Learning Solutions Lim,NSE:VERANDA
INE0KPY01017,SEML,Sunrise Efficient Marketing Li,NSE:SEML
INE0K5F01014,DHYAANITR,DHYAANI TRADEVENTTURES LIMITED,NSE:DHYAANITR
INE00EV01017,HARIOMPIPE,Hariom Pipe Industries Limited,NSE:HARIOMPIPE
INE0JMN01019,SFSL,Shashwat Furnishing Solutions,NSE:SFSL
INE0J2K01014,GLHRL,Global Longlife Hospital and R,NSE:GLHRL
INE0L3H01014,FONE4,Fone4 Communications (India) L,NSE:FONE4
INE278Y01022,CAMPUS,Campus Activewear Limited,NSE:CAMPUS
INE961O01016,RAINBOW,Rainbow Children's Medicare Li,NSE:RAINBOW
INE625X01018,SILVERTUC,Silver Touch Technologies Limi,NSE:SILVERTUC
INE0J1Y01017,LICI,LIFE INSURANCE CORPORATION OF,NSE:LICI
INE00F201020,PRUDENT,Prudent Corporate Advisory Ser,NSE:PRUDENT
INE0JA001018,VENUSPIPES,Venus Pipes & Tubes Limited,NSE:VENUSPIPES
INE148O01028,DELHIVERY,Delhivery Limited,NSE:DELHIVERY
INE088F01024,PARADEEP,Paradeep Phosphates Limited,NSE:PARADEEP
INE05CY01014,TIERRA,Tierra Agrotech Limited,NSE:TIERRA
INE04TZ01018,ETHOSLTD,ETHOS LIMITED,NSE:ETHOSLTD
INE01QM01018,EMUDHRA,eMudhra Limited,NSE:EMUDHRA
INE0BWX01014,AETHER,Aether Industries Limited,NSE:AETHER
INE082W01014,WEWIN,We Win Limited,NSE:WEWIN
INE0KXN01014,SILVERPRL,Silver Pearl Hospitality & Lux,NSE:SILVERPRL
INE0K6L01010,GOEL,Goel Food Products Limited,NSE:GOEL
INE0L0L01012,MODIS,MODI'S NAVNIRMAN LIMITED,NSE:MODIS
INE0L1C01019,KESAR,KESAR INDIA LIMITED,NSE:KESAR
INE0KR801019,JAYANT,JAYANT INFRATECH LIMITED,NSE:JAYANT
INE0ID001024,VEERKRUPA,Veerkrupa Jewellers Limited,NSE:VEERKRUPA
INE0L3501015,HEALTHYLIFE,HEALTHY LIFE AGRITEC LIMITED,NSE:HEALTHYLIFE
INE0HR601026,DDEVPLSTIK,DDEV PLASTIKS INDUSTRIES LIMIT,NSE:DDEVPLSTIK
INF247L01BB1,MOHEALTH,Motilal Oswal Mutual Fund,NSE:MOHEALTH
INF109KC17C7,MOM30IETF,ICICI Prudential Mutual Fund,NSE:MOM30IETF
INF179KC1HR4,HDFCNIF100,HDFC Mutual Fund,NSE:HDFCNIF100
INF179KC1HS2,HDFCNEXT50,HDFC Mutual Fund,NSE:HDFCNEXT50
INF109KC16E5,INFRAIETF,ICICI Prudential Mutual Fund,NSE:INFRAIETF
INF740KA1RE3,SILVERADD,DSP Mutual Fund,NSE:SILVERADD
INE0DYJ01015,SYRMA,Syrma SGS Technology Limited,NSE:SYRMA
INF209KB15K4,NIFTYQLITY,Aditya Birla Sun Life Mutual F,NSE:NIFTYQLITY
INF209KB14K7,MOMENTUM,Aditya Birla Sun Life Mutual F,NSE:MOMENTUM
INF247L01BE5,MOVALUE,Motilal Oswal Mutual Fund,NSE:MOVALUE
INF247L01BH8,MOQUALITY,Motilal Oswal Mutual Fund,NSE:MOQUALITY
INE0M3901015,OLATECH,Olatech Solutions Limited,NSE:OLATECH
INE0JNB01012,NATURO,NATURO INDIABULL LIMITED,NSE:NATURO
INE0KKN01029,RHETAN,Rhetan TMT Limited,NSE:RHETAN
INE0JS101016,DREAMFOLKS,DREAMFOLKS SERVICES LIMITED,NSE:DREAMFOLKS
INF179KC1DI2,HDFCSILVER,HDFC Mutual Fund,NSE:HDFCSILVER
INE0I3401014,DBOL,Dhampur Bio Organics Limited,NSE:DBOL
INE0MC401013,DPL,DIPNA PHARMACHEM LIMITED,NSE:DPL
INE668A01016,TMB,Tamilnad Mercantile Bank Limit,NSE:TMB
INE0I0T01010,VOEPL,Virtuoso Optoelectronics Limit,NSE:VOEPL
INE0LU301014,SISL,SHANTIDOOT INFRA SERVICES LIMI,NSE:SISL
INE0D6I01023,KSOLVES,Ksolves India Limited,NSE:KSOLVES
INE0JUS01029,HARSHA,Harsha Engineers International,NSE:HARSHA
INF179KC1DL6,HDFCQUAL,HDFC Mutual Fund,NSE:HDFCQUAL
INE0M8901010,CONTAINE,CONTAINE TECHNOLOGIES LIMITED,NSE:CONTAINE
INF179KC1DJ0,HDFCGROWTH,HDFC Mutual Fund,NSE:HDFCGROWTH
INF179KC1DK8,HDFCVALUE,HDFC Mutual Fund,NSE:HDFCVALUE
INE0KQQ01011,MAFIA,MAFIA TRENDS LIMITED,NSE:MAFIA
INE0LQS01015,TIPSFILMS,Tips Films Limited,NSE:TIPSFILMS
INE0MNV01014,SRSOLTD,SILICON RENTAL SOLUTIONS LIMIT,NSE:SRSOLTD
INE0N0J01014,CNCRD,Concord Control Systems Limite,NSE:CNCRD
INE0LGX01024,INA,INSOLATION ENERGY LIMITED,NSE:INA
INE0KZM01011,CARGOSOL,Cargosol Logistics Limited,NSE:CARGOSOL
INE0NC801013,VEDANTASSET,VEDANT ASSET LIMITED,NSE:VEDANTASSET
INE02YR01019,EMIL,Electronics Mart India Limited,NSE:EMIL
INF179KC1HU8,HDFCLOWVOL,HDFC Mutual Fund,NSE:HDFCLOWVOL
INF179KC1HV6,HDFCMOMENT,HDFC Mutual Fund,NSE:HDFCMOMENT
INE0DK501011,PPLPHARMA,PIRAMAL PHARMA LIMITED,NSE:PPLPHARMA
INE0A1101019,DCI,Dc Infotech and Communication,NSE:DCI
INE0N1L01018,PACE,PACE E-COMMERCE VENTURES LIMIT,NSE:PACE
INE0HMF01019,TRACXN,Tracxn Technologies Limited,NSE:TRACXN
INE117Z01011,NARMADA,Narmada Agrobase Limited,NSE:NARMADA
INE344S01016,INFOBEAN,InfoBeans Technologies Limited,NSE:INFOBEAN
INE05X901010,HPIL,HINDPRAKASH INDUSTRIES LIMITED,NSE:HPIL
INE0KL801015,DCXINDIA,DCX Systems Limited,NSE:DCXINDIA
INE975Z01012,DAPS,DAPS ADVERTISING LIMITED,NSE:DAPS
INE139R01012,FUSION,FUSION FINANCE LIMITED,NSE:FUSION
INE00E101023,BIKAJI,Bikaji Foods International Lim,NSE:BIKAJI
INE474Q01031,MEDANTA,Global Health Limited,NSE:MEDANTA
INE0MIZ23019,ANZEN,Anzen India Energy Yield Plus,NSE:ANZEN
INE0MXP01015,TECHNOPACK,Technopack Polymers Limited,NSE:TECHNOPACK
INE128X01021,ACI,Archean Chemical Industries Li,NSE:ACI
INE128S01021,FIVESTAR,Five-Star Business Finance Ltd,NSE:FIVESTAR
INE918Z01012,KAYNES,KAYNES TECHNOLOGY INDIA LIMITE,NSE:KAYNES
INF179KC1IA8,HDFCNIFIT,HDFC Mutual Fund,NSE:HDFCNIFIT
INF179KC1HZ7,HDFCPVTBAN,HDFC Mutual Fund,NSE:HDFCPVTBAN
INE510W01014,INOXGREEN,INOX GREEN ENERGY SERVICES LIM,NSE:INOXGREEN
INE01EE01011,BBTCL,B&B Triplewall Containers Limi,NSE:BBTCL
INE263M01029,RUSTOMJEE,Keystone Realtors Limited,NSE:RUSTOMJEE
INE01KI01027,VINNY,VINNY OVERSEAS LIMITED,NSE:VINNY
INE0D0U01013,AAATECH,AAA TECHNOLOGIES LIMITED,NSE:AAATECH
INF109KC17L8,FINIETF,ICICI Prudential Mutual Fund,NSE:FINIETF
INE0N6V01016,AMBOAGRI,AMBO AGRITEC LIMITED,NSE:AMBOAGRI
INE792Z01011,SIRCA,Sirca Paints India Limited,NSE:SIRCA
INE00OQ01016,DHARMAJ,Dharmaj Crop Guard Limited,NSE:DHARMAJ
INE324X01026,SARVESHWAR,Sarveshwar Foods Limited,NSE:SARVESHWAR
INE244O01017,UNIPARTS,Uniparts India Limited,NSE:UNIPARTS
INF754K01QX0,EBBETF0433,Edelweiss Mutual Fund,NSE:EBBETF0433
INE0NT601018,GARGI,PNGS GARGI FASHION JEWELLERY L,NSE:GARGI
INF109KC19O8,COMMOIETF,ICICI Prudential Mutual Fund,NSE:COMMOIETF
INE142Q01026,SULA,Sula Vineyards Limited,NSE:SULA
INE00ZE01026,AFSL,ABANS FINANCIAL SERVICES LIMIT,NSE:AFSL
INE0MQD01015,DRONACHRYA,Droneacharya Aerial Innovation,NSE:DRONACHRYA
INE559R01029,LANDMARK,LANDMARK CARS LIMITED,NSE:LANDMARK
INE059901020,IEL,Indiabulls Enterprises Limited,NSE:IEL
INE138Y01010,KFINTECH,KFin Technologies Limited,NSE:KFINTECH
INE050401020,ELIN,Elin Electronics Limited,NSE:ELIN
INE855R01021,RADIANTCMS,Radiant Cash Management Servic,NSE:RADIANTCMS
INE09BN01011,AVEER,Aveer Foods Limited,NSE:AVEER
INE035801013,SAH,Sah Polymers Limited,NSE:SAH
INE0MFT01014,REXSEAL,Rex Sealing and Packing Indust,NSE:REXSEAL
INE0MID01012,SVS,SVS VENTURES LIMITED,NSE:SVS
INE0BTI01037,KAMOPAINTS,Kamdhenu Ventures Limited,NSE:KAMOPAINTS
INE0LRU01027,AARTIPHARM,Aarti Pharmalabs Limited,NSE:AARTIPHARM
INE0M9Q01011,DHARNI,DHARNI CAPITAL SERVICES LIMITE,NSE:DHARNI
INE0MPU01011,TRANSVOY,TRANSVOY LOGISTICS INDIA LIMIT,NSE:TRANSVOY
INE094B01013,ASHIKA,Ashika Credit Capital Ltd.,NSE:ASHIKA
INE0EEJ01023,BTML,BODHI TREE MULTIMEDIA LIMITED,NSE:BTML
INE0NNS01018,NSLNISP,NMDC Steel Limited,NSE:NSLNISP
INE0KN201016,INDONG,INDONG TEA COMPANY LIMITED,NSE:INDONG
INF179KC1EZ4,HDFCBSE500,HDFC Mutual Fund,NSE:HDFCBSE500
INF179KC1FB2,HDFCSML250,HDFC Mutual Fund,NSE:HDFCSML250
INF179KC1HT0,HDFCMID150,HDFC Mutual Fund,NSE:HDFCMID150
INF769K01JP9,GOLDETF,Mirae Asset Mutual Fund,NSE:GOLDETF
INE0O4601016,SEALMATIC,Sealmatic India Limited,NSE:SEALMATIC
INE0OLH01013,ROBU,Macfos Limited,NSE:ROBU
INE0NPA01011,PATRON,Patron Exim Limited,NSE:PATRON
INE0JZS01010,SVJ,S. V. J. Enterprises Limited,NSE:SVJ
INE0NYN01016,RESGEN,RESGEN LIMITED,NSE:RESGEN
INE0O6A01019,ITCONS,ITCONS E-Solutions Limited,NSE:ITCONS
INE645W01026,AIRAN,AIRAN LIMITED,NSE:AIRAN
INE753U01022,DIVGIITTS,DIVGI TORQTRANSFER SYSTEMS LIM,NSE:DIVGIITTS
INE0OKG01017,PCL,PROSPECT CONSUMER PRODUCTS LIM,NSE:PCL
INF109KC10S8,PSUBNKIETF,ICICI Prudential Mutual Fund,NSE:PSUBNKIETF
INE00TV01023,SUDARSHAN,SUDARSHAN PHARMA INDUSTRIES LI,NSE:SUDARSHAN
INE0JSX01015,GSLSU,Global Surfaces Limited,NSE:GSLSU
INE0OMI01019,BRIGHT,Bright Outdoor Media Limited,NSE:BRIGHT
INE0NIJ01017,DEVLAB,Dev Labtech Venture Limited,NSE:DEVLAB
INF846K010Q0,AXSENSEX,Axis Mutual Fund,NSE:AXSENSEX
INE825B01010,JAFINANCE,J.A. Finance Limited,NSE:JAFINANCE
INE0N0Y01013,USK,Udayshivakumar infra limited,NSE:USK
INE0O1T01010,MAIDEN,Maiden Forgings Limited,NSE:MAIDEN
INE0O8901016,EXHICON,Exhicon Events Media Solutions,NSE:EXHICON
INE0LCL01028,AVALON,Avalon Technologies Limited,NSE:AVALON
INE0N7W01012,BLAL,BEML Land Assets Limited,NSE:BLAL
INF789F1AYK6,SILVERETF,UTI Mutual Fund,NSE:SILVERETF
INE508K01013,RHL,ROBUST HOTELS LIMITED,NSE:RHL
INE0NTC01019,RETINA,Retina Paints Limited,NSE:RETINA
INF740KA1SW3,GOLDETFADD,DSP Mutual Fund,NSE:GOLDETFADD
INE634S01028,MANKIND,Mankind Pharma Limited,NSE:MANKIND
INE0LDI01022,INNOKAIZ,INNOKAIZ INDIA LIMITED,NSE:INNOKAIZ
INE680Z01018,AVG,AVG Logistics Limited,NSE:AVG
INE0ALR01029,ATALREAL,Atal Realtech Limited,NSE:ATALREAL
INE557Z01018,PIGL,Power & Instrumentation (Gujar,NSE:PIGL
INE0NDH25011,NXST,Nexus Select Trust,NSE:NXST
INE210F01016,SWATIPRO,Swati Projects Limited,NSE:SWATIPRO
INE07S101020,PAVNAIND,Pavna Industries Limited,NSE:PAVNAIND
INE0GYI01028,HSIL,Hemant Surgical Industries Lim,NSE:HSIL
INE0A0S01010,SIGMA,SIGMA SOLVE LIMITED,NSE:SIGMA
INE0PA801013,GHCLTEXTIL,GHCL Textiles Limited,NSE:GHCLTEXTIL
INE964W01021,MKPL,M.K.Proteins Limited,NSE:MKPL
INE0NJ001013,CFF,CFF FLUID CONTROL LIMITED,NSE:CFF
INE0NXA01015,COMRADE,Comrade Appliances Limited,NSE:COMRADE
INF769K01KG6,SILVRETF,Mirae Asset Mutual Fund,NSE:SILVRETF
INE0LOJ01019,IKIO,IKIO Technologies Limited,NSE:IKIO
INE0N5O01013,SONALIS,Sonalis Consumer Products Limi,NSE:SONALIS
INE0OJ401014,BIZOTIC,Bizotic Commercial Limited,NSE:BIZOTIC
INE04Z101016,ASIAN,Asian Warehousing Limited,NSE:ASIAN
INE0ORA01015,COSMICCRF,Cosmic CRF Limited,NSE:COSMICCRF
INE0ECP01024,HMAAGRO,HMA Agro Industries Limited,NSE:HMAAGRO
INE568Z01015,URAVIDEF,Uravi Defence and Technology L,NSE:URAVIDEF
INE0Q0M01015,VEEFIN,VEEFIN SOLUTIONS LIMITED,NSE:VEEFIN
INE349Y01013,IDEAFORGE,IDEAFORGE TECHNOLOGY LIMITED,NSE:IDEAFORGE
INE055S01018,CYIENTDLM,Cyient DLM Limited,NSE:CYIENTDLM
INE01BT01015,MACIND,Machhar Industries Limited,NSE:MACIND
INF740KA1SX1,ITETFADD,DSP Mutual Fund,NSE:ITETFADD
INE602W01027,SENCO,Senco Gold Limited,NSE:SENCO
INE0NZF01019,ALPHAIND,ALPHALOGIC INDUSTRIES LIMITED,NSE:ALPHAIND
INE0P3N01018,KAKA,Kaka Industries Limited,NSE:KAKA
INE758E01017,JIOFIN,Jio Financial Services Limited,NSE:JIOFIN
INE0NEV01011,AHASOLAR,AHASOLAR TECHNOLOGIES LIMITED,NSE:AHASOLAR
INE735W01017,UTKARSHBNK,UTKARSH SMALL FINANCE BANK LIM,NSE:UTKARSHBNK
INE0DN001027,ASARFI,ASARFI HOSPITAL LIMITED,NSE:ASARFI
INF769K01KR3,BANKETF,Mirae Asset Mutual Fund,NSE:BANKETF
INE0NT901020,NETWEB,NETWEB TECHNOLOGIES INDIA LIMI,NSE:NETWEB
INF769K01KS1,LIQUID,Mirae Asset Mutual Fund,NSE:LIQUID
INF740KA1SZ6,SENSEXADD,DSP BSE Sensex ETF,NSE:SENSEXADD
INF740KA1SY9,PSUBANKADD,DSP Mutual Fund,NSE:PSUBANKADD
INE0JO301016,YATHARTH,YATHARTH HOSPITAL & TRAUMA CAR,NSE:YATHARTH
INE342G01023,NIITMTS,NIIT Learning Systems Limited,NSE:NIITMTS
INE0OWC01011,KHAZANCHI,Khazanchi Jewellers Limited,NSE:KHAZANCHI
INE0NN701020,ATL,Allcargo Terminals Limited,NSE:ATL
INE0O3901029,TREL,Transindia Real Estate Limited,NSE:TREL
INF109KC18V5,QUAL30IETF,ICICI Prudential Mutual Fund,NSE:QUAL30IETF
INE0LXT01019,REDTAPE,REDTAPE Limited,NSE:REDTAPE
INE03HW01020,VLEGOV,VL E-Governance & IT Solutions,NSE:VLEGOV
INE423Y01016,SBFC,SBFC Finance Limited,NSE:SBFC
INE338H01029,CONCORDBIO,Concord Biotech Limited,NSE:CONCORDBIO
INE864X01013,DPWIRES,D.P. WIRES LIMITED,NSE:DPWIRES
INE013V01011,SHELTER,SHELTER PHARMA LIMITED,NSE:SHELTER
INE395N01027,TVSSCS,TVS Supply Chain Solutions Lim,NSE:TVSSCS
INE0MIS01010,PYRAMID,Pyramid Technoplast Limited,NSE:PYRAMID
INE0Q8P01029,BONDADA,Bondada Engineering Limited,NSE:BONDADA
INE024001021,AEROFLEX,Aeroflex Industries Limited,NSE:AEROFLEX
INF179KC1JG3,HDFCLIQUID,HDFC Mutual Fund,NSE:HDFCLIQUID
INE0AE001013,VPRPL,VISHNU PRAKASH R PUNGLIA LIMIT,NSE:VPRPL
INF789F1AYX9,NIFMID150,UTI Mutual Fund,NSE:NIFMID150
INE489B01031,SHRAAITECH,Shradha AI Technologies Limite,NSE:SHRAAITECH
INE0N2P01017,RISHABH,Rishabh Instruments Limited,NSE:RISHABH
INE05CZ01011,RATNAVEER,Ratnaveer Precision Engineerin,NSE:RATNAVEER
INE682M01012,JLHL,Jupiter Life Line Hospitals Li,NSE:JLHL
INE777K01022,RRKABEL,R R KABEL LIMITED,NSE:RRKABEL
INE0OYE01013,MESON,Meson Valves India Limited,NSE:MESON
INE0OV601013,EMSLIMITED,EMS LIMITED,NSE:EMSLIMITED
INE08U801020,SAMHI,Samhi Hotels Limited,NSE:SAMHI
INE07K301024,ZAGGLE,ZAGGLE PREPAID OCEAN SERVICES,NSE:ZAGGLE
INE980Y01015,SOUTHWEST,South West Pinnacle Exploratio,NSE:SOUTHWEST
INE531F01015,NUVAMA,Nuvama Wealth Management Limit,NSE:NUVAMA
INE438K01021,KALAMANDIR,Sai Silks (Kalamandir) Limited,NSE:KALAMANDIR
INE903U01023,SIGNATURE,SIGNATUREGLOBAL (INDIA) LIMITE,NSE:SIGNATURE
INE0P4P01011,TECHKGREEN,TECHKNOWGREEN SOLUTIONS LIMITE,NSE:TECHKGREEN
INE0JR601024,YATRA,YATRA ONLINE LIMITED,NSE:YATRA
INE372M01010,ARCL,ARCL Organics Ltd,NSE:ARCL
INE880J01026,JSWINFRA,JSW Infrastructure Limited,NSE:JSWINFRA
INE0KNT01012,MVGJL,MANOJ VAIBHAV GEMS 'N' JEWELLE,NSE:MVGJL
INE851I01011,UDS,Updater Services Limited,NSE:UDS
INE0MIO01019,ORGANICREC,ORGANIC RECYCLING SYSTEMS LIMI,NSE:ORGANICREC
INE0JWS01017,VALIANTLAB,Valiant Laboratories Limited,NSE:VALIANTLAB
INF769K01KT9,SENSEXETF,Mirae Asset Mutual Fund,NSE:SENSEXETF
INE0Q1S01010,SUNITATOOL,Sunita Tools Limited,NSE:SUNITATOOL
INE0PA601017,VIVAA,Vivaa Tradecom Limited,NSE:VIVAA
INE0INJ01017,PLAZACABLE,Plaza Wires Limited,NSE:PLAZACABLE
INE07U701015,IRMENERGY,IRM ENERGY LIMITED,NSE:IRMENERGY
INF769K01KV5,ITETF,Mirae Asset Mutual Fund,NSE:ITETF
INF769K01KU7,ALPHAETF,Mirae Asset Mutual Fund,NSE:ALPHAETF
INE03EI01018,MAXESTATES,Max Estates Limited,NSE:MAXESTATES
INE0KBH01020,BLUEJET,Blue Jet Healthcare Limited,NSE:BLUEJET
INF200KA13Z8,LIQUIDSBI,SBI Mutual Fund,NSE:LIQUIDSBI
INE0LMW01024,CELLO,Cello World Limited,NSE:CELLO
INE0J5401028,HONASA,Honasa Consumer Limited,NSE:HONASA
INE0QI101019,MISHDESIGN,Mish Designs Limited,NSE:MISHDESIGN
INE818W01011,ESAFSFB,ESAF Small Finance Bank Ltd,NSE:ESAFSFB
INE004A01022,PROTEAN,Protean eGov Technologies Limi,NSE:PROTEAN
INE491J01022,ASKAUTOLTD,ASK Automotive Limited,NSE:ASKAUTOLTD
INE0N6U01018,KALYANI,Kalyani Cast-Tech Limited,NSE:KALYANI
INE0PP401015,ARROWHEAD,Arrowhead Seperation Engineeri,NSE:ARROWHEAD
INE202E01016,IREDA,Indian Renewable Energy Develo,NSE:IREDA
INE007N01010,FEDFINA,Fedbank Financial Services Lim,NSE:FEDFINA
INE142M01025,TATATECH,Tata Technologies Limited,NSE:TATATECH
INE717W01049,GANDHAR,Gandhar Oil Refinery (India) L,NSE:GANDHAR
INE00Y201027,FLAIR,Flair Writing Industries Limit,NSE:FLAIR
INE0RDR01012,SPL,Swashthik Plascon Limited,NSE:SPL
INE0RDM01013,DEEPAKCHEM,DEEPAK CHEMTEX LIMITED,NSE:DEEPAKCHEM
INE0P9J01013,AMIC,Amic Forging Limited,NSE:AMIC
INE0KQN01018,BAJEL,Bajel Projects Limited,NSE:BAJEL
INF251K01SU9,BBNPPGOLD,BARODA BNP PARIBAS MUTUAL FUND,NSE:BBNPPGOLD
INE922K01024,INDIASHLTR,India Shelter Finance Corporat,NSE:INDIASHLTR
INE321T01012,DOMS,DOMS Industries Limited,NSE:DOMS
INE616N01034,INOXINDIA,INOX India Limited,NSE:INOXINDIA
INE0QSK01017,SIYARAM,Siyaram Recycling Industries L,NSE:SIYARAM
INE0FRK01020,MOTISONS,Motisons Jewellers Limited,NSE:MOTISONS
INE843S01025,SURAJEST,Suraj Estate Developers Limite,NSE:SURAJEST
INE046W01019,MUTHOOTMF,Muthoot Microfin Limited,NSE:MUTHOOTMF
INE330T01021,HAPPYFORGE,Happy Forgings Limited,NSE:HAPPYFORGE
INE220Q01020,MUFTI,Credo Brands Marketing Limited,NSE:MUFTI
INE0QZQ01019,SHANTIDENM,SHANTI SPINTEX LIMITED,NSE:SHANTIDENM
INE0PEQ01016,RBZJEWEL,RBZ Jewellers Limited,NSE:RBZJEWEL
INE02IJ01035,AZAD,Azad Engineering Limited,NSE:AZAD
INE0Q3R01026,SUNCLAY,SUNDARAM-CLAYTON LIMITED,NSE:SUNCLAY
INE0DUT01020,INNOVACAP,INNOVA CAPTAB LIMITED,NSE:INNOVACAP
INE0QFT01015,AIKPIPES,AIK Pipes and Polymers Limited,NSE:AIKPIPES
INE0RNZ01014,SBVCL,Shri Balaji Valve Components L,NSE:SBVCL
INE0PSC01024,DIGIDRIVE,DIGIDRIVE DISTRIBUTORS LIMITED,NSE:DIGIDRIVE
INE0MGS01014,SHILINDORE,Sayaji Hotels (Indore) Limited,NSE:SHILINDORE
